Package_Name	Description	Updated_Date
ngsngs	NGSNGS: Next Generation Simulator for Next Generation Sequencing data	2024-06-07
gvcf2coverage	Coverage extractor from gVCF files.	2024-06-07
segemehl	Short read mapping with gaps	2024-06-07
coinfinder	A tool for the identification of coincident (associating and dissociating) genes in pangenomes.	2024-06-07
pyrle	Genomic Rle-objects for Python	2024-06-07
cmappy	Assorted tools for interacting with .gct, .gctx, .grp, and .gmt files as well as other Connectivity Map (Broad Institute) data/tools	2024-06-07
mapad	An aDNA aware short-read mapper	2024-06-07
perl-dbm-deep	A pure perl multi-level hash/array DBM that supports transactions	2024-06-07
cialign	Toolkit for cleaning and interpreting multiple sequence alignments	2024-06-07
quast	Quality Assessment Tool for Genome Assemblies	2024-06-06
repdenovo	REPdenovo is designed for constructing repeats directly from sequence reads.	2024-06-06
telseq	A software for calculating telomere length	2024-06-06
cage	Changepoint Analysis for Efficient Variant Calling	2024-06-06
mantis_pfa	Consensus-driven protein function annotation tool	2024-06-06
alcor	Software for alignment-free simulation, mapping, and visualization of low-complexity regions in FASTA data.	2024-06-06
orfipy	orfipy: fast and flexible search for open reading frames in fasta sequences	2024-06-06
prodigal	Prodigal (Prokaryotic Dynamic Programming Genefinding Algorithm) is a microbial (bacterial and archaeal) gene finding program	2024-06-06
icescreen	ICEscreen detects and annotates ICEs (Integrative and Conjugative Elements) and IMEs (Integrative and Mobilizable Elements) in Bacillota genomes.	2024-06-06
bioconductor-iclusterplus	Integrative clustering of multi-type genomic data	2024-06-06
bioconductor-metapod	Meta-Analyses on P-Values of Differential Analyses	2024-06-06
pytabix	Fast random access to sorted files compressed with bgzip and indexed by tabix.	2024-06-06
pybedgraph	A package for fast operations on 1-dimensional genomic signal tracks	2024-06-06
bioconductor-hilbertvis	Hilbert curve visualization	2024-06-06
bcov	BCov is a software package designed for predicting protein beta-sheet topology from amino acid sequence.	2024-06-06
bioconductor-hyperdraw	Visualizing Hypergaphs	2024-06-06
mykatlas	Assists in discoveries of antibiotic-resistance with mykrobe	2024-06-06
oncocnv	a package to detect copy number changes in Deep Sequencing data	2024-06-06
bwread	Read bigwig files quickly into PyRanges or DataFrames	2024-06-06
safesim	SafeSeqS variant simulator	2024-06-06
maast	Microbial agile accurate SNP Typer	2024-06-06
probeit	Probeit: a probe designer for detecting and genotyping pathogen!!!	2024-06-06
ginpiper	Package for smooth curve estimation, R_e computation and plotting.	2024-06-06
andi	Efficient Estimation of Evolutionary Distances	2024-06-06
simba_pbg	A customized PyTorch-BigGraph (PBG) package for `simba`	2024-06-06
graphembed	Efficient and Robust Graph Embedding via High-Order Proximity Preservation or Recursive Sketching	2024-06-06
unitig-caller	Determines presence/absence of sequence elements in bacterial sequence data.	2024-06-05
fastq-filter	A fast FASTQ filter program.	2024-06-05
livekraken	LiveKraken is a real-time metagenomic classifier for Illumina sequencing data.	2024-06-05
ultraplex	fastq demultiplexer	2024-06-05
ariba	ARIBA: Antibiotic Resistance Identification By Assembly	2024-06-05
perl-test2-suite	Distribution with a rich set of tools built upon the Test2 framework.	2024-06-05
pysais	Suffix array computation with induced sorting algorithm.	2024-06-05
pycluster	Clustering module for Python	2024-06-05
mira-moods	MOODS: Motif Occurrence Detection Suite	2024-06-05
taxonomy	Python and Rust library for loading, saving, and manipulating taxonomic trees	2024-06-05
dinamo	An exact and efficient method for IUPAC motif discovery in DNA sequences	2024-06-05
emu-pca	EM-PCA for Ultra-low Coverage Sequencing Data.	2024-06-05
peakranger	PeakRanger is a multi-purporse software suite for analyzing next-generation sequencing (NGS) data.	2024-06-05
fastqpuri	fastq quality assessment and filtering tool	2024-06-05
kmergenie	KmerGenie estimates the best k-mer length for genome de novo assembly	2024-06-05
revoluzer	Genome rearrangement analysis tools	2024-06-05
cyushuffle	A Cython wrapper over uShuffle - a useful tool for shuffling biological sequences while preserving the k-let counts	2024-06-05
solexaqa	Quality statistics and visual representations for second-generation sequencing data	2024-06-05
tinyalign	A small Python module providing edit distance and Hamming distance computation.	2024-06-05
strawc	Straw bound with pybind11	2024-06-05
sherpas	Screening Historical Events of Recombination in a Phylogeny via Ancestral Sequences.	2024-06-04
gametes	Tool for the generation of complex single SNP models	2024-06-04
prequal	a pre-alignment quality filter for comparative sequence analyses	2024-06-04
orna	In silico read normalization	2024-06-04
squeakr	An Exact and Approximate k-mer Counting System	2024-06-04
expam	Metagenomic profiling using a reference phylogeny	2024-06-04
prinseq-plus-plus	PRINSEQ++ - Multi-threaded C++ sequence cleaning	2024-06-04
ushuffle	uShuffle---a useful tool for shuffling biological sequences while preserving the k-let counts	2024-06-04
soapdenovo2-errorcorrection	Error correction for soapdenovo2.	2024-06-04
kfoots	The package provides methods for fitting multivariate count data with a mixture model or a hidden markov model. Each mixture component is a negative multivariate random variable and an EM algorithm is used to maximize the likelihood.	2024-06-04
mash	Fast sequence distance estimator that uses MinHash	2024-06-04
dextractor	Bax File Decoder and Data Compressor	2024-06-04
rmath4	standalone Rmath library from R	2024-06-04
assemblycomparator2	assemblycomparator2: Compare prokaryotic genomic assemblies	2024-06-04
mapcaller	MapCaller: combined short-read mapper and variant caller	2024-06-04
mp-est	Maximum Pseudo-likelihood Estimation of Species Trees	2024-06-04
kart	Kart: a divide-and-conquer algorithm for NGS read alignment	2024-06-04
ococo	Ococo, the first online consensus caller.	2024-06-04
hic-straw	Straw bound with pybind11	2024-06-04
reseq	ReSeq Illumina/BGI simulator	2024-06-04
phyloacc	Bayesian estimation of substitution rate shifts in non-coding regions	2024-06-04
shapeit4	fast and accurate method for estimation of haplotypes (phasing)	2024-06-04
mob_suite	MOB-suite is a set of tools for finding, typing and reconstruction of plasmids from draft and complete genome assemblies.	2024-06-04
clinker-py	Gene cluster comparison figure generator	2024-06-04
wgatools	A Rust library and tools for whole genome alignment files	2024-06-04
evofr	Tools for evolutionary forecasting	2024-06-03
bacpage	An easy-to-use pipeline for the assembly and analysis of bacterial genomes	2024-06-03
funannotate	funannotate: eukaryotic genome annotation pipeline	2024-06-03
snakemake-executor-plugin-lsf	A Snakemake executor plugin for submitting jobs to a LSF cluster.	2024-06-03
bactopia-teton	Methods used by Bactopia for taxonomic classification	2024-05-31
beagle	Beagle is a software package for phasing genotypes and for imputing ungenotyped markers.	2024-05-31
hmftools-mark-dups	Mark read duplicates and form consenus sequences	2024-05-31
bioconductor-dss	Dispersion shrinkage for sequencing data	2024-05-30
bioconductor-motifmatchr	Fast Motif Matching in R	2024-05-30
bioconductor-esatac	An Easy-to-use Systematic pipeline for ATACseq data analysis	2024-05-30
bioconductor-genomation	Summary, annotation and visualization of genomic data	2024-05-29
bioconductor-rbowtie2	An R Wrapper for Bowtie2 and AdapterRemoval	2024-05-28
bioconductor-genegeneinter	Tools for Testing Gene-Gene Interaction at the Gene Level	2024-05-28
bioconductor-exomecopy	Copy number variant detection from exome sequencing read depth	2024-05-28
bioconductor-buscorrect	Batch Effects Correction with Unknown Subtypes	2024-05-28
bioconductor-girafe	Genome Intervals and Read Alignments for Functional Exploration	2024-05-28
bioconductor-genefilter	genefilter: methods for filtering genes from high-throughput experiments	2024-05-28
bioconductor-sva	Surrogate Variable Analysis	2024-05-28
perl-math-bigint	Arbitrary size floating point math package	2024-05-28
rabbittclust	RabbitTClust enables fast clustering analysis of millions bacteria genomes with MinHash sketches	2024-05-28
syri	Synteny and rearrangement identifier between whole-genome assemblies	2024-05-28
star-fusion	STAR-Fusion fusion variant caller. All dependencies required to run FusionInspector and FusionAnnotator are included.	2024-05-27
classpro	A K-mer classifier for HiFi reads .	2024-05-26
r-restfulr	Models a RESTful service as if it were a nested R list.	2024-05-25
bioconductor-rsamtools	Binary alignment (BAM), FASTA, variant call (BCF), and tabix file import	2024-05-24
bioconductor-genomicalignments	Representation and manipulation of short genomic alignments	2024-05-24
smafa	smafa is a tool for querying and clustering pre-aligned small pre-aligned sequences.	2024-05-24
oncopipe	Functions for running Snakemake modules	2024-05-23
jalview	Jalview is a free program for multiple sequence alignment editing, visualisation, analysis and figure generation.	2024-05-23
krakenuniq	Metagenomics classifier with unique k-mer counting for more specific results	2024-05-23
nf-core	Python package with helper tools for the nf-core community.	2024-05-23
bioconductor-bamsignals	Extract read count signals from bam files	2024-05-10
bioconductor-beachmat	Compiling Bioconductor to Handle Each Matrix Type	2024-05-10
bioconductor-mnem	Mixture Nested Effects Models	2024-05-10
bioconductor-seqarray	Data Management of Large-Scale Whole-Genome Sequence Variant Calls	2024-05-10
bioconductor-fastseg	fastseg - a fast segmentation algorithm	2024-05-10
bioconductor-decipher	Tools for curating, analyzing, and manipulating biological sequences	2024-05-10
bioconductor-msa	Multiple Sequence Alignment	2024-05-10
bioconductor-gaga	GaGa hierarchical model for high-throughput data analysis	2024-05-09
bioconductor-ibmq	integrated Bayesian Modeling of eQTL data	2024-05-09
bioconductor-maftools	Summarize, Analyze and Visualize MAF Files	2024-05-09
bioconductor-rgraphviz	Provides plotting capabilities for R graph objects	2024-05-09
bioconductor-biocneighbors	Nearest Neighbor Detection for Bioconductor Packages	2024-05-09
gtotree	GToTree is a user-friendly workflow for phylogenomics.	2024-05-08
bioconductor-snpstats	SnpMatrix and XSnpMatrix classes and methods	2024-05-08
bioconductor-snprelate	Parallel Computing Toolset for Relatedness and Principal Component Analysis of SNP Data	2024-05-08
tadrep	TaDRep: Targeted Detection and Reconstruction of Plasmids	2024-05-07
bioconductor-genocn	genotyping and copy number study tools	2024-05-07
bioconductor-hmmcopy	Copy number prediction with correction for GC and mappability bias for HTS data	2024-05-07
hifiasm	Haplotype-resolved assembler for accurate Hifi reads	2024-05-06
bioconductor-genomicranges	Representation and manipulation of genomic intervals	2024-05-06
subread	High-performance read alignment, quantification, and mutation discovery	2024-05-06
bioconductor-flowpeaks	An R package for flow data clustering	2024-05-06
bioconductor-rprotobuflib	C++ headers and static libraries of Protocol buffers	2024-05-06
bioconductor-preprocesscore	A collection of pre-processing functions	2024-05-06
bioconductor-rhtslib	HTSlib high-throughput sequencing library as an R package	2024-05-06
bioconductor-rhdf5lib	hdf5 library as an R package	2024-05-06
bioconductor-matrixgenerics	S4 Generic Summary Statistic Functions that Operate on Matrix-Like Objects	2024-05-06
seqlogo	Python port of the R Bioconductor `seqlogo` package	2024-05-03
microview	Generate reports from taxonomic classification data	2024-05-03
ddocent	dDocent is an interactive bash wrapper to QC, assemble, map, and call SNPs from all types of RAD data	2024-05-03
trimnami	Read-trimming pipelines for multiple samples	2024-05-02
bioconductor-rsubread	Mapping, quantification and variant analysis of sequencing data	2024-05-02
bioconductor-iranges	Foundation of integer range manipulation in Bioconductor	2024-05-02
bioconductor-biocparallel	Bioconductor facilities for parallel evaluation	2024-05-02
gimbleprep	Preprocess fasta, bam and vcf files ready to be used by gimble	2024-05-01
raxml-ng	RAxML Next Generation: faster, easier-to-use and more flexible	2024-05-01
dunovo	Du Novo: A pipeline for processing duplex sequencing data.	2024-05-01
bioconductor-zlibbioc	An R packaged zlib-1.2.5	2024-05-01
clustalo	Latest version of Clustal: a multiple sequence alignment program for DNA or proteins	2024-05-01
bioconductor-dnacopy	DNA Copy Number Data Analysis	2024-05-01
rtk2	rtk2 - a CLI rarefaction toolkit for OTU tables	2024-05-01
bactopia-py	A Python package for working with Bactopia	2024-04-30
impg	impg: implicit pangenome graphs	2024-04-30
mosdepth	Fast BAM/CRAM depth calculation for WGS, exome, or targeted sequencing.	2024-04-29
quatradis	A set of tools to analyse the output from TraDIS analyses	2024-04-29
perl-bio-kmer	A perl module for helping with kmer analysis.	2024-04-26
bindash	Fast and precise comparison of genomes and metagenomes (in the order of terabytes) on a typical personal laptop	2024-04-26
astral-tree	ASTRAL is a tool for estimating an unrooted species tree given a set of unrooted gene trees.	2024-04-25
tajimas_d	Computes Tajimas D, the Pi- or Watterson-Estimator for multiple sequences.	2024-04-25
bactopia	Bactopia is a flexible pipeline for complete analysis of bacterial genomes.	2024-04-25
